participant_id,recruiter_id,status,is_debug,app_version,assignment_source,arm,order,pairing,brand_neutral,brand_experimental,started_at,submitted_at,received_at,duration_s,device,viewport,dpr,touch,abandoned,abandoned_at_step,resumed_after_reload,neutral_condition,neutral_brand,neutral_block_position,neutral_decline_label,neutral_choice,neutral_response_code,neutral_latency_ms,neutral_time_to_first_touch_ms,neutral_cancelled_taps,neutral_pointer_cancels,neutral_press_dwell_ms,neutral_post_dismiss_dwell_ms,neutral_continuation_auto_advanced,neutral_scroll_events,neutral_rage_taps,neutral_popup_render_gap_ms,neutral_product_viewed,neutral_time_on_store_ms,neutral_b1_guilt,neutral_b2_irritation,neutral_b3_manipulation,neutral_b4_trust,neutral_b5_raw,neutral_b5_ord,neutral_b6_open,exp_condition,exp_brand,exp_block_position,exp_decline_label,exp_choice,exp_response_code,exp_latency_ms,exp_time_to_first_touch_ms,exp_cancelled_taps,exp_pointer_cancels,exp_press_dwell_ms,exp_post_dismiss_dwell_ms,exp_continuation_auto_advanced,exp_scroll_events,exp_rage_taps,exp_popup_render_gap_ms,exp_product_viewed,exp_time_on_store_ms,exp_b1_guilt,exp_b2_irritation,exp_b3_manipulation,exp_b4_trust,exp_b5_raw,exp_b5_ord,exp_b6_open,diff_b1_guilt,diff_b2_irritation,diff_b3_manipulation,diff_b4_trust,diff_b5,aware_brand1_raw,aware_brand2_raw,aware_neutral_correct,aware_exp_correct,c1_raw,c2_raw,c3_raw,c4_raw,c5_raw,c6_open,c1_exp_more_manipulative,c2_trust_exp_more,c3_recoded,c4_choose_exp,c5_recoded,popup_freq,dp_awareness,shopping_freq,age_band,gender,occupation,event_log_json
sim-029,1,complete,FALSE,sim,group_code,strong,exp_first,aurevella_neutral,Aurevella,Maison Veloure,2026-09-17T13:16:00.000Z,2026-09-17T13:16:00.000Z,,458.6,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Aurevella,2,No thanks,decline_button,resist,3363.6,1513.6,0,0,90,1359,FALSE,12,0,249,bottle_tall,25555,3,3,3,4,not_sure,,,strong,Maison Veloure,1,"No thanks, I don’t need to save money",close_x,avoid,2862.7,1288.2,1,0,95,2727,FALSE,6,0,242,bottle_tall,33102,4,5,5,6,avoid,0,"Felt a bit pushy, so I closed it.",1,2,2,2,,neutral,strong,FALSE,FALSE,aurevella,aurevella,3,aurevella,3,The second one felt more pushy than the first.,FALSE,FALSE,3,FALSE,3,5,no,2,18_24,man,student,"[{""t"":0,""type"":""consent_accepted""}]"
sim-030,4,complete,FALSE,sim,group_code,mild,exp_first,aurevella_neutral,Aurevella,Maison Veloure,2026-09-17T14:23:00.000Z,2026-09-17T14:23:00.000Z,,429.1,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Aurevella,2,No thanks,decline_button,resist,2800.2,1260.1,1,0,190,5555,TRUE,10,0,259,bottle_tall,15454,2,2,3,6,not_sure,,,mild,Maison Veloure,1,"No thanks, I’ll pay full price",decline_button,resist,3554.6,1599.5,1,3,226,5864,FALSE,14,0,181,bottle_tall,15880,4,4,4,6,competitor,1,,2,2,1,0,,dont_remember,mild,FALSE,FALSE,veloure,veloure,3,compare_further,2,,TRUE,TRUE,3,FALSE,2,4,yes,3,25_34,prefer_not,working,"[{""t"":0,""type"":""consent_accepted""}]"
sim-031,,complete,FALSE,sim,random,mild,exp_first,aurevella_neutral,Aurevella,Maison Veloure,2026-09-17T15:30:00.000Z,2026-09-17T15:30:00.000Z,,323.7,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Aurevella,2,No thanks,backdrop,ignore,482.2,217,0,1,163,1776,FALSE,9,0,211,bottle_tall,19660,3,4,4,5,compare,2,,mild,Maison Veloure,1,"No thanks, I’ll pay full price",decline_button,resist,2001.6,900.7,0,1,172,3936,FALSE,17,0,248,bottle_tall,34859,5,4,4,4,compare,2,"Felt a bit pushy, so I closed it.",2,0,0,-1,0,dont_remember,mild,FALSE,FALSE,veloure,veloure,3,veloure,3,The second one felt more pushy than the first.,TRUE,TRUE,3,TRUE,3,5,yes,3,25_34,woman,both,"[{""t"":0,""type"":""consent_accepted""}]"
sim-032,1,complete,FALSE,sim,group_code,autonomy,exp_first,veloure_neutral,Maison Veloure,Aurevella,2026-09-17T16:37:00.000Z,2026-09-17T16:37:00.000Z,,360,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Maison Veloure,2,No thanks,decline_button,ignore,1274.4,573.5,0,3,216,4414,FALSE,5,0,141,bottle_tall,23512,3,2,2,5,avoid,0,"Felt a bit pushy, so I closed it.",autonomy,Aurevella,1,Not now — I’ll decide later,close_x,avoid,2872.4,1292.6,0,2,167,2688,FALSE,12,0,230,bottle_tall,17011,3,2,3,5,buy,3,"Felt a bit pushy, so I closed it.",0,0,1,0,3,dont_remember,autonomy,FALSE,FALSE,veloure,aurevella,4,veloure,4,The second one felt more pushy than the first.,FALSE,TRUE,4,FALSE,4,4,yes,5,25_34,prefer_not,both,"[{""t"":0,""type"":""consent_accepted""}]"
sim-033,1,complete,FALSE,sim,group_code,mild,neutral_first,veloure_neutral,Maison Veloure,Aurevella,2026-09-18T09:44:00.000Z,2026-09-18T09:44:00.000Z,,389.5,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Maison Veloure,1,No thanks,close_x,avoid,2542.2,1144,0,2,132,3731,FALSE,8,0,208,bottle_tall,12001,4,4,2,6,not_sure,,,mild,Aurevella,2,"No thanks, I’ll pay full price",decline_button,resist,4313,1940.8,1,2,213,2996,FALSE,3,0,265,bottle_tall,39624,5,4,3,6,competitor,1,,1,0,1,0,,neutral,mild,TRUE,TRUE,aurevella,aurevella,7,compare_further,7,The second one felt more pushy than the first.,TRUE,TRUE,1,FALSE,1,3,no,5,18_24,man,student,"[{""t"":0,""type"":""consent_accepted""}]"
sim-034,1,complete,FALSE,sim,group_code,strong,exp_first,veloure_neutral,Maison Veloure,Aurevella,2026-09-18T10:51:00.000Z,2026-09-18T10:51:00.000Z,,479.7,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Maison Veloure,2,No thanks,decline_button,ignore,300,150,0,0,198,1206,FALSE,12,0,156,bottle_tall,26361,3,1,3,4,not_sure,,"Felt a bit pushy, so I closed it.",strong,Aurevella,1,"No thanks, I don’t need to save money",accept,comply,3212.2,1445.5,0,3,187,5809,FALSE,15,0,91,bottle_tall,31410,3,4,4,4,buy,3,"Felt a bit pushy, so I closed it.",0,3,1,0,,dont_remember,strong,FALSE,FALSE,veloure,aurevella,3,veloure,3,,FALSE,TRUE,3,FALSE,3,3,no,5,35_44,man,working,"[{""t"":0,""type"":""consent_accepted""}]"
sim-035,1,complete,FALSE,sim,group_code,strong,exp_first,veloure_neutral,Maison Veloure,Aurevella,2026-09-18T11:58:00.000Z,2026-09-18T11:58:00.000Z,,200,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Maison Veloure,2,No thanks,close_x,avoid,2035.9,916.2,0,1,135,3060,FALSE,8,0,153,bottle_tall,35317,3,2,3,5,buy,3,,strong,Aurevella,1,"No thanks, I don’t need to save money",close_x,avoid,3990.8,1795.9,1,0,181,2493,FALSE,10,1,208,bottle_tall,18964,5,4,4,5,competitor,1,,2,2,1,0,-2,dont_remember,strong,FALSE,FALSE,aurevella,aurevella,3,veloure,2,,TRUE,TRUE,3,FALSE,2,3,no,4,25_34,prefer_not,student,"[{""t"":0,""type"":""consent_accepted""}]"
sim-036,1,complete,FALSE,sim,group_code,autonomy,neutral_first,aurevella_neutral,Aurevella,Maison Veloure,2026-09-18T12:05:00.000Z,2026-09-18T12:05:00.000Z,,396,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Aurevella,1,No thanks,close_x,avoid,2788.3,1254.7,0,3,156,5093,FALSE,16,0,162,bottle_tall,22293,3,2,1,3,not_sure,,,autonomy,Maison Veloure,2,Not now — I’ll decide later,decline_button,resist,2026.6,912,0,0,121,6032,TRUE,4,0,72,bottle_tall,15444,1,3,2,3,competitor,1,,-2,1,1,0,,dont_remember,dont_remember,FALSE,FALSE,both,veloure,4,aurevella,4,The second one felt more pushy than the first.,FALSE,TRUE,4,FALSE,4,5,not_sure,3,25_34,woman,working,"[{""t"":0,""type"":""consent_accepted""}]"
sim-037,2,complete,FALSE,sim,group_code,autonomy,exp_first,veloure_neutral,Maison Veloure,Aurevella,2026-09-18T13:12:00.000Z,2026-09-18T13:12:00.000Z,,307.8,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Maison Veloure,2,No thanks,close_x,ignore,1385.4,623.4,0,0,214,2644,TRUE,17,0,252,bottle_tall,22561,3,3,5,5,avoid,0,,autonomy,Aurevella,1,Not now — I’ll decide later,close_x,avoid,1954,879.3,0,3,235,4545,TRUE,12,0,150,bottle_tall,5910,4,3,4,5,not_sure,,"Felt a bit pushy, so I closed it.",1,0,-1,0,,neutral,dont_remember,FALSE,FALSE,both,veloure,4,veloure,5,The second one felt more pushy than the first.,FALSE,FALSE,4,FALSE,5,4,no,3,25_34,prefer_not,student,"[{""t"":0,""type"":""consent_accepted""}]"
sim-038,3,complete,FALSE,sim,group_code,strong,exp_first,aurevella_neutral,Aurevella,Maison Veloure,2026-09-18T14:19:00.000Z,2026-09-18T14:19:00.000Z,,307.7,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Aurevella,2,No thanks,decline_button,resist,2408.4,1083.8,0,3,191,3404,FALSE,13,0,85,bottle_tall,19786,3,2,3,5,buy,3,,strong,Maison Veloure,1,"No thanks, I don’t need to save money",close_x,avoid,3119.7,1403.9,0,3,47,7717,FALSE,15,1,172,bottle_tall,20785,3,4,4,4,competitor,1,"Felt a bit pushy, so I closed it.",0,2,1,-1,-2,neutral,strong,FALSE,FALSE,veloure,veloure,2,aurevella,3,,TRUE,TRUE,2,FALSE,3,3,not_sure,4,25_34,woman,both,"[{""t"":0,""type"":""consent_accepted""}]"
sim-039,2,complete,FALSE,sim,group_code,mild,neutral_first,aurevella_neutral,Aurevella,Maison Veloure,2026-09-18T15:26:00.000Z,2026-09-18T15:26:00.000Z,,422.8,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Aurevella,1,No thanks,decline_button,resist,3120.9,1404.4,1,3,162,4253,FALSE,16,0,204,bottle_tall,35225,1,1,1,3,compare,2,,mild,Maison Veloure,2,"No thanks, I’ll pay full price",close_x,avoid,3526.9,1587.1,0,1,35,3048,FALSE,6,0,136,bottle_tall,15567,1,1,2,3,not_sure,,"Felt a bit pushy, so I closed it.",0,0,1,0,,neutral,mild,TRUE,TRUE,veloure,veloure,5,compare_further,6,,TRUE,TRUE,3,FALSE,2,4,no,4,25_34,man,student,"[{""t"":0,""type"":""consent_accepted""}]"
sim-040,3,complete,FALSE,sim,group_code,autonomy,neutral_first,aurevella_neutral,Aurevella,Maison Veloure,2026-09-18T16:33:00.000Z,2026-09-18T16:33:00.000Z,,437,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Aurevella,1,No thanks,decline_button,resist,2060.4,927.2,0,3,152,4601,FALSE,14,0,186,bottle_tall,24850,3,2,3,5,buy,3,"Felt a bit pushy, so I closed it.",autonomy,Maison Veloure,2,Not now — I’ll decide later,accept,comply,1150.8,517.8,0,3,123,3893,FALSE,19,0,303,bottle_tall,29661,4,4,3,5,compare,2,,1,2,0,0,-1,dont_remember,autonomy,FALSE,TRUE,aurevella,veloure,5,compare_further,5,The second one felt more pushy than the first.,FALSE,TRUE,3,FALSE,3,4,yes,3,25_34,man,working,"[{""t"":0,""type"":""consent_accepted""}]"
sim-041,4,complete,FALSE,sim,group_code,autonomy,exp_first,aurevella_neutral,Aurevella,Maison Veloure,2026-09-19T09:40:00.000Z,2026-09-19T09:40:00.000Z,,336.3,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Aurevella,2,No thanks,decline_button,resist,1886.3,848.9,0,0,139,656,FALSE,13,0,221,bottle_tall,31875,2,2,2,4,compare,2,"Felt a bit pushy, so I closed it.",autonomy,Maison Veloure,1,Not now — I’ll decide later,decline_button,resist,2045.3,920.4,0,1,189,3263,TRUE,12,0,291,bottle_tall,10124,2,1,2,4,competitor,1,,0,-1,0,0,-1,neutral,dont_remember,FALSE,FALSE,both,veloure,3,veloure,3,,FALSE,TRUE,3,TRUE,3,3,no,3,25_34,woman,both,"[{""t"":0,""type"":""consent_accepted""}]"
sim-042,2,complete,FALSE,sim,group_code,strong,neutral_first,veloure_neutral,Maison Veloure,Aurevella,2026-09-19T10:47:00.000Z,2026-09-19T10:47:00.000Z,,436.7,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Maison Veloure,1,No thanks,decline_button,ignore,1165.7,524.6,0,1,96,2832,TRUE,11,1,83,bottle_tall,35977,1,2,3,5,buy,3,,strong,Aurevella,2,"No thanks, I don’t need to save money",decline_button,resist,2872.2,1292.5,1,0,75,5012,FALSE,7,1,183,bottle_tall,14095,3,4,5,4,buy,3,"Felt a bit pushy, so I closed it.",2,2,2,-1,0,dont_remember,strong,FALSE,TRUE,veloure,veloure,6,veloure,6,,FALSE,FALSE,2,FALSE,2,5,no,3,25_34,man,working,"[{""t"":0,""type"":""consent_accepted""}]"
sim-043,3,complete,FALSE,sim,group_code,mild,exp_first,aurevella_neutral,Aurevella,Maison Veloure,2026-09-19T11:54:00.000Z,2026-09-19T11:54:00.000Z,,441.4,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Aurevella,2,No thanks,accept,comply,1987.4,894.3,0,2,65,2527,FALSE,16,0,213,bottle_tall,16458,3,2,4,3,not_sure,,"Felt a bit pushy, so I closed it.",mild,Maison Veloure,1,"No thanks, I’ll pay full price",close_x,avoid,3118.1,1403.1,0,2,165,5215,FALSE,14,0,105,bottle_tall,30764,3,5,2,5,avoid,0,,0,3,-2,2,,dont_remember,mild,FALSE,FALSE,aurevella,veloure,4,veloure,3,,FALSE,TRUE,4,TRUE,3,4,not_sure,4,18_24,man,student,"[{""t"":0,""type"":""consent_accepted""}]"
sim-044,4,complete,FALSE,sim,group_code,strong,neutral_first,veloure_neutral,Maison Veloure,Aurevella,2026-09-19T12:01:00.000Z,2026-09-19T12:01:00.000Z,,479.6,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Maison Veloure,1,No thanks,close_x,avoid,1518.4,683.3,1,0,169,3320,FALSE,18,0,265,bottle_tall,33362,3,3,2,4,compare,2,"Felt a bit pushy, so I closed it.",strong,Aurevella,2,"No thanks, I don’t need to save money",close_x,avoid,2868.4,1290.8,1,0,173,3691,FALSE,10,0,203,bottle_tall,19832,2,4,4,3,buy,3,,-1,1,2,-1,1,neutral,strong,TRUE,TRUE,aurevella,veloure,5,veloure,5,,TRUE,FALSE,3,FALSE,3,3,not_sure,3,25_34,prefer_not,both,"[{""t"":0,""type"":""consent_accepted""}]"
sim-045,2,complete,FALSE,sim,group_code,autonomy,exp_first,aurevella_neutral,Aurevella,Maison Veloure,2026-09-19T13:08:00.000Z,2026-09-19T13:08:00.000Z,,233.8,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Aurevella,2,No thanks,decline_button,ignore,1324.7,596.1,0,1,151,2440,TRUE,7,0,171,bottle_tall,23494,3,4,3,4,compare,2,"Felt a bit pushy, so I closed it.",autonomy,Maison Veloure,1,Not now — I’ll decide later,close_x,avoid,3377.6,1519.9,0,0,135,2451,TRUE,13,0,244,bottle_tall,30829,3,3,4,5,compare,2,,0,-1,1,1,0,neutral,dont_remember,FALSE,FALSE,both,veloure,3,veloure,3,The second one felt more pushy than the first.,FALSE,TRUE,3,TRUE,3,3,no,5,18_24,prefer_not,both,"[{""t"":0,""type"":""consent_accepted""}]"
sim-046,4,partial,FALSE,sim,group_code,mild,exp_first,veloure_neutral,Maison Veloure,Aurevella,2026-09-14T09:00:00.000Z,2026-09-14T09:00:00.000Z,,283.1,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,TRUE,block_1,FALSE,neutral,Maison Veloure,2,No thanks,decline_button,resist,1669.5,751.3,1,0,172,2312,TRUE,9,0,120,bottle_tall,36546,3,3,3,4,buy,3,"Felt a bit pushy, so I closed it.",,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,1,1,0,neutral,mild,FALSE,FALSE,veloure,aurevella,3,compare_further,3,,FALSE,TRUE,3,FALSE,3,3,no,4,35_44,woman,both,"[{""t"":0,""type"":""consent_accepted""}]"
sim-047,4,partial,FALSE,sim,group_code,mild,exp_first,veloure_neutral,Maison Veloure,Aurevella,2026-09-14T09:00:00.000Z,2026-09-14T09:00:00.000Z,,283.1,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,TRUE,block_1,FALSE,neutral,Maison Veloure,2,No thanks,decline_button,resist,1669.5,751.3,1,0,172,2312,TRUE,9,0,120,bottle_tall,36546,3,3,3,4,buy,3,"Felt a bit pushy, so I closed it.",,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,1,1,0,neutral,mild,FALSE,FALSE,veloure,aurevella,3,compare_further,3,,FALSE,TRUE,3,FALSE,3,3,no,4,35_44,woman,both,"[{""t"":0,""type"":""consent_accepted""}]"
sim-999,4,complete,TRUE,sim,group_code,mild,exp_first,veloure_neutral,Maison Veloure,Aurevella,2026-09-14T09:00:00.000Z,2026-09-14T09:00:00.000Z,,283.1,Mozilla/5.0 (Linux; Android 13; SM-G991B),360x780,3,TRUE,FALSE,,FALSE,neutral,Maison Veloure,2,No thanks,decline_button,resist,1669.5,751.3,1,0,172,2312,TRUE,9,0,120,bottle_tall,36546,3,3,3,4,buy,3,"Felt a bit pushy, so I closed it.",mild,Aurevella,1,"No thanks, I’ll pay full price",close_x,avoid,1874.5,843.5,0,3,177,3656,FALSE,16,0,324,bottle_tall,31626,4,2,4,5,buy,3,,1,-1,1,1,0,neutral,mild,FALSE,FALSE,veloure,aurevella,3,compare_further,3,,FALSE,TRUE,3,FALSE,3,3,no,4,35_44,woman,both,"[{""t"":0,""type"":""consent_accepted""}]"
